the_geom,OBJECTID,REGULATING_PLAN_SUBDISTRICT_ID,PLAN_NAME,PLAN_TYPE,SUBDISTRICT_MAP,MAX_FAR_BY_RIGHT,MAX_FAR_WITH_BONUS,MINIMUM_HEIGHT,MAX_HEIGHT_WITH_BONUS,MINIMUM_DENSIT,MAXIMUM_DENSITY,MAX_DENSITY_WITH_BONUS,MAXIMUM_IMPERVIOUS_COVER,MINIMUM_LOT_SIZE_SQFT,MINIMUM_LOT_WIDTH_FT,MIN_SETBACK_INTERIOR_SIDE_YRD,MAX_SETBACK_REAR_YRD,MAX_BLDG_COVERAGE_PCT,HYPERLINK_URL,CREATED_BY,CREATED_DATE,MODIFIED_BY,MODIFIED_DATE,HUB,Shape__Area,Shape__Length
"MULTIPOLYGON (((-97.716100088194 30.339650324021, -97.716122863696 30.339612215224, -97.716147762081 30.339571896585, -97.716148426149 30.339570810174, -97.716249214462 30.339407707433, -97.716249559056 30.339407851624, -97.716936696207 30.339735004138, -97.717344754454 30.339929309476, -97.717193600505 30.340170046042, -97.717193137444 30.340170779229, -97.716505432962 30.339843341368, -97.716100088194 30.339650324021)))",816,283,LJ,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,39388.330078125,987.574685980926
"MULTIPOLYGON (((-97.726673333308 30.264063463959, -97.72678184057 30.263829140846, -97.726833174748 30.26371742101, -97.726964195136 30.263764091844, -97.726798921047 30.264120090983, -97.726673333308 30.264063463959)))",663,194,PS,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,6129.73828125,364.572865779622
"MULTIPOLYGON (((-97.718850464561 30.375446029899, -97.718895059359 30.375427466091, -97.718936606538 30.375412526257, -97.718967246592 30.375403249244, -97.718998094765 30.375394471856, -97.719027170631 30.375386730332, -97.71902911912 30.375386220512, -97.719060319658 30.375378495213, -97.719091697136 30.375371268001, -97.719123217772 30.375364595035, -97.719154883412 30.375358446576, -97.719186693727 30.375352796448, -97.719218615287 30.375347726084, -97.719250650318 30.375343153415, -97.71928276511 30.375339131896, -97.719314993656 30.37533563605, -97.71934726972 30.375332690696, -97.719379594318 30.375330296757, -97.71937969001 30.375330298707, -97.719411968209 30.375328426276, -97.719430895535 30.375327656059, -97.7194443917 30.375327106328, -97.719476862686 30.375326337775, -97.719498758612 30.375328351335, -97.719519088885 30.375335449318, -97.719519214289 30.375335506917, -97.719527252303 30.37534089622, -97.719536630069 30.375347193518, -97.71954972532 30.375362587366, -97.71954984476 30.375362865017, -97.719557369091 30.375380180149, -97.719557487773 30.375380485758, -97.719559319492 30.375399527494, -97.719539846402 30.375766882911, -97.719539516642 30.375773174601, -97.719391759096 30.375703026997, -97.718885633431 30.375462753514, -97.718850464561 30.375446029899)))",561,719,NBG,Regulating Plan,NBGCI,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,5 ft,5 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,19972.837890625,629.246486272884
"MULTIPOLYGON (((-97.72093028872 30.333396552376, -97.720928883474 30.333387558005, -97.720922423275 30.333362673141, -97.720922336112 30.333362396148, -97.720914453046 30.33333500715, -97.72090569059 30.333307325017, -97.720895372641 30.333279693305, -97.720895343673 30.333279610601, -97.720895253532 30.333279443634, -97.720884130095 30.333254628884, -97.720872198726 30.333226882182, -97.720860118493 30.333204633165, -97.720859997611 30.333204410529, -97.72134207785 30.333437094298, -97.721437568218 30.333483182454, -97.721356505864 30.333608047672, -97.72133601286 30.333597866784, -97.720930351383 30.333396581626, -97.72093028872 30.333396552376)))",249,86,LJ,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,9161.830078125,489.080602402742
"MULTIPOLYGON (((-97.709934119621 30.390011756835, -97.709943524373 30.389986755447, -97.709961670971 30.389935446944, -97.709970899181 30.389907637431, -97.710189168095 30.389392278294, -97.71020064941 30.389365586832, -97.710212632843 30.389339070765, -97.710224582153 30.389313847072, -97.710225119436 30.389312730116, -97.710226596992 30.38930976271, -97.710238078739 30.389286536289, -97.7102515394 30.389260545815, -97.710253476574 30.389256982327, -97.710265470233 30.389234757155, -97.710279871976 30.389209143252, -97.710291215546 30.389189847359, -97.710294775404 30.389183758876, -97.710295506329 30.389182563765, -97.710310117771 30.389158576578, -97.710425593788 30.388981475742, -97.710437445198 30.38896681117, -97.710449484638 30.388958090632, -97.71045327126 30.388955335562, -97.710472002733 30.388947824736, -97.710492357603 30.388944802916, -97.710512901614 30.388946460051, -97.710532243292 30.388952714454, -97.711124593637 30.389234689851, -97.710484461269 30.390274256022, -97.709934119621 30.390011756835)))",1187,879,NBG,Regulating Plan,NBGNMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,96758.40234375,1285.23493130488
"MULTIPOLYGON (((-97.710879154294 30.39211751848, -97.711473094778 30.39197192368, -97.712066944118 30.39102907213, -97.712111920398 30.391050508762, -97.712942304957 30.39144655661, -97.712935742156 30.391454563592, -97.712900464947 30.391498866844, -97.712866373418 30.391543853925, -97.712864990286 30.391545723322, -97.712499095968 30.392041706159, -97.712474706682 30.392074075227, -97.712442178171 30.392115270865, -97.712408461836 30.39215578261, -97.71237362471 30.392195556787, -97.712337663697 30.392234592429, -97.712300615637 30.392272836147, -97.712262477433 30.392310286974, -97.712223314297 30.392346920072, -97.712183128051 30.392382706605, -97.712141918392 30.392417619492, -97.712099749538 30.392451632073, -97.712056620705 30.392484773207, -97.712012565358 30.392516960558, -97.711967616077 30.392548220961, -97.711921804478 30.39257850182, -97.711875163875 30.392607802915, -97.711827661716 30.392636096508, -97.711779425679 30.392663357234, -97.711730392586 30.392689611774, -97.711680626377 30.392714805489, -97.711630192264 30.392738913541, -97.711579088472 30.392761962964, -97.711527316828 30.392783924919, -97.711474971648 30.392804776067, -97.711422023548 30.392824486931, -97.71136856644 30.392843087404, -97.711314569594 30.392860520909, -97.711260096728 30.392876817625, -97.711205209982 30.392891950847, -97.711149880254 30.392905919078, -97.711143813155 30.392907363365, -97.710879154294 30.39211751848)))",1183,874,NBG,Regulating Plan,TOD,Figure 4-2,Figure 4-3,Two Stories,Figure 4-5,None,None,Waived with Bonus,Figure 4-6,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,201150.81640625,1999.89890056932
"MULTIPOLYGON (((-97.715646661869 30.392065889293, -97.715648946726 30.392069373874, -97.715760916919 30.392242016182, -97.715761343944 30.392242658345, -97.71529152263 30.392612567851, -97.715279203512 30.392622273018, -97.715267691017 30.392611587046, -97.715266021221 30.392609984683, -97.715245771897 30.392590428965, -97.715224369851 30.39256889703, -97.715203485945 30.39254699036, -97.715183120178 30.392524708956, -97.715164778386 30.392503789896, -97.715163270725 30.392502081656, -97.715161580915 30.392500066508, -97.715143969911 30.392479106412, -97.715125218701 30.392455785953, -97.715106984136 30.392432145773, -97.715098229078 30.392414557118, -97.715094172222 30.39239571713, -97.715095072225 30.392376565023, -97.715095141659 30.392376346266, -97.715100873798 30.392358063381, -97.715111263401 30.392341140642, -97.7151257123 30.392326638738, -97.715329240851 30.392173387584, -97.715443118521 30.392087644457, -97.715459679744 30.392078301054, -97.715461090469 30.392077752334, -97.715477700985 30.392071270391, -97.715488493607 30.392068713172, -97.715496732058 30.392066763455, -97.715511682242 30.39206530802, -97.715516358799 30.392064853009, -97.715536104246 30.392065586166, -97.715542514811 30.39206670685, -97.715555460019 30.392068978722, -97.715587538321 30.392071228611, -97.715619678849 30.392069959686, -97.715646661869 30.392065889293)))",616,823,NBG,Regulating Plan,TOD,Figure 4-2,Figure 4-3,Two Stories,Figure 4-5,None,None,Waived with Bonus,Figure 4-6,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,22587.03125,607.799657374531
"MULTIPOLYGON (((-97.725165171421 30.261395185296, -97.725510584877 30.260659622189, -97.726298930223 30.260931475958, -97.726114354837 30.261326493037, -97.725951348194 30.261672470589, -97.725383244617 30.261473883702, -97.725165171421 30.261395185296)))",631,1930,PS,Regulating Plan,TODMU,2 to 1,FAR Waived,Two Stories,60 feet unless within 100 feet of TOD District Boundary,Not applicable,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,77771.005859375,1115.59046165484
"MULTIPOLYGON (((-97.722708688996 30.23864316056, -97.722486449686 30.238046893169, -97.722288823003 30.237946217589, -97.722453105423 30.237687980527, -97.722740375339 30.237236673336, -97.723388908147 30.238002273789, -97.723446503456 30.23806981555, -97.723910841554 30.238612923114, -97.723359700999 30.238993179665, -97.723343573651 30.238974588536, -97.723324374824 30.238952441851, -97.723305176737 30.238930268107, -97.723285980145 30.238908039348, -97.723266785049 30.238885755573, -97.723247590718 30.238863443839, -97.723229190072 30.23884106616, -97.723210000219 30.238818589382, -97.72319160077 30.238796129609, -97.723172413884 30.238773543702, -97.723152410296 30.238751875978, -97.723130785921 30.238731577464, -97.723106745574 30.238712770014, -97.723081867707 30.238695650922, -97.723055361595 30.238680177003, -97.723027222068 30.238666539447, -97.722998239827 30.23865478234, -97.722968412652 30.238644987748, -97.722936948306 30.238637168402, -97.722906218205 30.23863148181, -97.722873850222 30.238627796617, -97.722842216482 30.238626244178, -97.722809732581 30.238626847248, -97.722777985137 30.238629501005, -97.722746179742 30.238634298444, -97.722708688996 30.23864316056)))",527,1038,ERC,Regulating Plan,ERCNMU,1:1,,50,65',,,,80%,"1,600 sf",20',0',0',,ftp://ftp.ci.austin.tx.us/npzd/Austingo/erc_reg_plan_adopted.pdf,VanallenC,06/03/2013 12:26:25 PM +0000,VanallenC,04/23/2015 02:09:52 PM +0000,YES,144825.26171875,1703.22487562402
"MULTIPOLYGON (((-97.728000553749 30.265132841019, -97.728155345448 30.264797696055, -97.728303637432 30.264850217347, -97.728148053449 30.265185346372, -97.728000553749 30.265132841019)))",419,220,PS,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/plaza_saltillo_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,6626.62109375,363.619293776107
"MULTIPOLYGON (((-97.719875441376 30.334323217353, -97.719954921767 30.334198320771, -97.720401782678 30.334410954642, -97.720324753871 30.334533151094, -97.719875441376 30.334323217353)))",37,391,LJ,Regulating Plan,TODCOMU,2 to 1,FAR Waived,Not applicable,Not Bonus Eligible,None,45 Dwelling Units/acre,Maximum Density Waived - unless within 100' of TOD District Boundary,0.95,"2,500 SF",20 ft,0 ft,0 ft,0.95,ftp://ftp.ci.austin.tx.us/npzd/Austingo/lamar_justin_regplan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,8248.607421875,424.32681089456
"MULTIPOLYGON (((-97.716803547295 30.3809119147, -97.716645955146 30.380835733352, -97.716646318537 30.38083519033, -97.717412109089 30.379646777723, -97.71741420264 30.37964096235, -97.718064781474 30.37990448388, -97.71935919348 30.380428051506, -97.719367697459 30.380431470548, -97.719448087851 30.380464023187, -97.71945185308 30.380465529233, -97.719451785889 30.380465665923, -97.719438856289 30.380501459512, -97.719428061236 30.380535757183, -97.71942085049 30.380563030898, -97.719413609267 30.380590276921, -97.719406303524 30.380617522532, -97.7193989996 30.380644739304, -97.719391663402 30.38067195632, -97.719384263014 30.380699199099, -97.719378872398 30.38071902941, -97.719376863356 30.380726414821, -97.71936940204 30.380753601314, -97.719361906676 30.380780815086, -97.719285126918 30.381077307931, -97.719260892512 30.381170876979, -97.717823282492 30.380574583954, -97.717191879141 30.380312662391, -97.71719181569 30.380312661097, -97.716875559051 30.380800783554, -97.716803547295 30.3809119147)))",374,590,NBG,Regulating Plan,NBGCI,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,5 ft,5 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,203144.216796875,2500.25294761598
"MULTIPOLYGON (((-97.711568511157 30.408076176821, -97.712377129661 30.407579970753, -97.712265871581 30.407443726694, -97.71301735872 30.406982764217, -97.713251439956 30.406839162133, -97.713262887923 30.406849901986, -97.713309580137 30.406892523341, -97.713332137687 30.406912511755, -97.713298316789 30.406941525737, -97.71326340046 30.406910448607, -97.713244976564 30.40689365229, -97.712339371937 30.407449161399, -97.712823912462 30.40775604382, -97.712914627329 30.407662842518, -97.713200958226 30.407872300073, -97.713371709729 30.408068285551, -97.712474332019 30.408655758229, -97.712661949514 30.408112265137, -97.712793130303 30.407787649033, -97.712513567281 30.407610590609, -97.712286950813 30.407709459036, -97.71178703356 30.408291320224, -97.711568511157 30.408076176821)))",7,901,NBG,Regulating Plan,NBGNR,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,69507.43359375,2863.52570690633
"MULTIPOLYGON (((-97.734479243752 30.383136796953, -97.734561719881 30.382946245032, -97.735439162983 30.380835676795, -97.735379443531 30.382962807863, -97.735343859673 30.383407535903, -97.734479243752 30.383136796953)))",1221,630,NBG,Regulating Plan,NBGWMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-8,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,131402.994140625,2115.78018788773
"MULTIPOLYGON (((-97.742912121328 30.393150121299, -97.743350405298 30.39227789214, -97.743463438219 30.392282869253, -97.743585004528 30.392224127851, -97.743837356031 30.391972420811, -97.744379765463 30.3922315598, -97.744911057771 30.392485356744, -97.745950626499 30.392981999859, -97.74595876871 30.393040361798, -97.745968626149 30.393119908426, -97.745977053614 30.393199564274, -97.745984113569 30.393279328797, -97.745989744268 30.393359175485, -97.745993945442 30.393439075457, -97.745996749313 30.393519030267, -97.745998156653 30.393599011054, -97.745998103659 30.393678990364, -97.745996908893 30.393749540589, -97.745899769074 30.393908890443, -97.745700727426 30.393961643677, -97.745693061297 30.393961213845, -97.745624111751 30.393956770552, -97.745555291133 30.393951091803, -97.745501338865 30.393945795032, -97.745184550295 30.393920923027, -97.745137337883 30.393911554422, -97.745069924449 30.393897157353, -97.745002893055 30.393881557909, -97.74493620966 30.393864783376, -97.744869970002 30.393846834785, -97.744804143889 30.393827712427, -97.744738759751 30.393807443047, -97.744673883106 30.393786028869, -97.744609544127 30.393763470503, -97.744545711918 30.393739794396, -97.744482480839 30.393714975382, -97.744431394079 30.393693949423, -97.743693064547 30.393384045343, -97.743657796778 30.393369444549, -97.743593915137 30.393344061525, -97.743529464359 30.393319794914, -97.743464474926 30.393296672401, -97.743398948603 30.393274666949, -97.743332914806 30.393253807125, -97.743266438083 30.393234092427, -97.743199517656 30.393215551712, -97.743132153522 30.393198184982, -97.743064439334 30.393181993222, -97.742996346686 30.393166948789, -97.742927903517 30.393153135263, -97.742912121328 30.393150121299)))",619,835,NBG,Regulating Plan,NBGCMU,Figure 4-2,Figure 4-3,Not applicable,Figure 4-5,None,None,Waived with Bonus,Figure 4-7,None,None,0 ft,0 ft,Equal to Maximum Impervious Coverage: Figure 4-6,ftp://ftp.ci.austin.tx.us/npzd/Austingo/nbg_reg_plan.pdf,pfrank,04/02/2013 12:00:00 AM +0000,VanallenC,03/13/2015 01:06:55 PM +0000,,411366.11328125,2653.67190204764
