Reporting Area,MMWR Year,MMWR Week,"Pertussis§, Current week","Pertussis§, Current week, flag","Pertussis§, Previous 52 weeks Max†","Pertussis§, Previous 52 weeks Max†, flag","Pertussis§, Cum 2020†","Pertussis§, Cum 2020†, flag","Pertussis§, Cum 2019†","Pertussis§, Cum 2019†, flag","Plague, Current week","Plague, Current week, flag","Plague, Previous 52 weeks Max†","Plague, Previous 52 weeks Max†, flag","Plague, Cum 2020†","Plague, Cum 2020†, flag","Plague, Cum 2019†","Plague, Cum 2019†, flag","Poliomyelitis, paralytic, Current week","Poliomyelitis, paralytic, Current week, flag","Poliomyelitis, paralytic, Previous 52 weeks Max†","Poliomyelitis, paralytic, Previous 52 weeks Max†, flag","Poliomyelitis, paralytic, Cum 2020†","Poliomyelitis, paralytic, Cum 2020†, flag","Poliomyelitis, paralytic, Cum 2019†","Poliomyelitis, paralytic, Cum 2019†, flag",Location 1,Location 2,Reporting Area Sort,New Georeferenced Column
MICHIGAN,2020,14,,-,21,,57,,110,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201417,POINT (-85.730977 44.874798)
GEORGIA,2020,14,1,,23,,87,,77,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201432,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,14,,-,15,,30,,47,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201412,
ARKANSAS,2020,14,2,,7,,27,,23,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201444,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,14,,-,3,,5,,12,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201441,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,14,,-,8,,2,,56,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201427,POINT (-100.230491 44.43614)
WYOMING,2020,14,,-,7,,11,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201456,POINT (-107.55145 42.999627)
MISSOURI,2020,14,,-,19,,56,,79,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201424,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,14,9,,82,,448,,354,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201409,
CALIFORNIA,2020,14,,-,66,,257,,636,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201459,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,14,,-,5,,14,,2,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201437,POINT (-80.613729 38.642579)
FLORIDA,2020,14,6,,22,,153,,85,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201431,POINT (-82.420978 28.260731)
MONTANA,2020,14,,-,95,,21,,77,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201452,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,14,,-,46,,132,,373,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201420,
MASSACHUSETTS,2020,14,,-,14,,37,,64,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201405,POINT (-71.481104 42.151077)
MOUNTAIN,2020,14,11,,134,,512,,508,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201448,
INDIANA,2020,14,,-,11,,28,,71,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201416,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,14,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201469,
US TERRITORIES,2020,14,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201463,
TOTAL,2020,18,42,,460,,3795,,4725,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201870,
US RESIDENTS,2020,18,42,,460,,3795,,4725,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201801,
NEW HAMPSHIRE,2020,18,,-,5,,3,,24,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201806,POINT (-71.57139 43.680429)
NEW YORK,2020,18,,-,31,,117,,184,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201811,POINT (-75.59655 42.921241)
PACIFIC,2020,18,4,,87,,656,,1046,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201857,
WEST SOUTH CENTRAL,2020,18,1,,118,,188,,223,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201843,
NEBRASKA,2020,18,,-,11,,40,,54,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201825,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,18,,-,28,,217,,207,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201838,
NORTH DAKOTA,2020,18,,-,7,,13,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201826,POINT (-100.46931 47.446305)
NEVADA,2020,18,,-,6,,7,,31,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201853,POINT (-114.916992 39.283294)
ILLINOIS,2020,18,,-,46,,287,,163,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201815,POINT (-89.148632 40.124144)
IOWA,2020,18,,-,17,,18,,64,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201821,POINT (-93.500061 42.074659)
TEXAS,2020,18,,-,117,,144,,192,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201847,POINT (-99.317341 31.447238)
ALASKA,2020,18,,-,4,,7,,11,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201858,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,18,,-,4,,7,,5,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201830,POINT (-77.016275 38.904785)
WASHINGTON,2020,18,3,,32,,205,,171,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201862,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,18,,-,26,,85,,319,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201802,
RHODE ISLAND,2020,18,,-,8,,3,,4,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201807,POINT (-71.534637 41.572574)
OREGON,2020,18,,-,20,,140,,68,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201861,POINT (-120.605279 43.940449)
DELAWARE,2020,18,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201829,POINT (-75.452394 38.994926)
ALABAMA,2020,18,,-,14,,99,,72,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201839,POINT (-86.844516 32.756889)
KANSAS,2020,18,,-,3,,,-,41,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201822,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,18,,-,20,,104,,128,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201834,POINT (-79.130883 35.52603)
GUAM,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201866,POINT (144.653198 13.3532)
NEW JERSEY,2020,18,,-,11,,,-,92,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201810,POINT (-74.655514 40.110253)
NEW MEXICO,2020,18,,-,9,,33,,62,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201854,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,18,13,,125,,852,,805,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201814,
TENNESSEE,2020,18,,-,14,,66,,70,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201842,POINT (-86.343226 35.842998)
CONNECTICUT,2020,18,,-,5,,4,,15,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201803,POINT (-72.738288 41.575155)
MARYLAND,2020,18,,-,6,,18,,29,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201833,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,18,,-,10,,11,,78,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201835,POINT (-80.864614 33.878572)
OKLAHOMA,2020,18,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201846,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201865,POINT (145.725693 15.1834)
OHIO,2020,18,13,,51,,396,,266,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201818,POINT (-82.70936 40.415534)
MINNESOTA,2020,18,,-,15,,51,,147,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201823,POINT (-94.198308 46.349153)
LOUISIANA,2020,18,,-,5,,15,,31,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201845,POINT (-91.840238 30.921314)
HAWAII,2020,18,,-,4,,10,,11,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201860,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,18,8,,82,,536,,512,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201828,
PENNSYLVANIA,2020,18,1,,50,,331,,111,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201813,POINT (-77.838886 40.896694)
UTAH,2020,18,,-,15,,47,,122,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201855,POINT (-111.678222 39.323779)
COLORADO,2020,18,9,,21,,145,,158,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201850,POINT (-105.547832 38.998552)
VERMONT,2020,18,,-,5,,11,,6,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201808,POINT (-72.662695 44.075252)
KENTUCKY,2020,18,,-,14,,46,,50,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201840,POINT (-85.290484 37.526683)
PUERTO RICO,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201867,POINT (-66.414655 18.215692)
MAINE,2020,18,,-,13,,27,,183,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201804,POINT (-69.06137 45.117911)
VIRGINIA,2020,18,2,,43,,68,,54,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201836,POINT (-78.666382 37.510861)
ARIZONA,2020,18,6,,27,,267,,135,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201849,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201864,
WISCONSIN,2020,18,,-,42,,61,,167,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201819,POINT (-89.732969 44.639954)
IDAHO,2020,18,,-,17,,52,,29,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201851,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201868,POINT (-64.840836 18.060868)
MICHIGAN,2020,18,,-,21,,79,,136,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201817,POINT (-85.730977 44.874798)
GEORGIA,2020,18,1,,12,,123,,102,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201832,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,18,,-,15,,35,,52,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201812,
ARKANSAS,2020,18,1,,5,,29,,,-,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201844,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,18,,-,3,,6,,15,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201841,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,18,,-,8,,2,,70,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201827,POINT (-100.230491 44.43614)
WYOMING,2020,18,,-,7,,11,,11,,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201856,POINT (-107.55145 42.999627)
MISSOURI,2020,18,,-,19,,56,,88,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201824,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,18,1,,84,,483,,439,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201809,
CALIFORNIA,2020,18,1,,65,,294,,785,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201859,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,18,,-,5,,15,,6,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201837,POINT (-80.613729 38.642579)
FLORIDA,2020,18,5,,22,,179,,110,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201831,POINT (-82.420978 28.260731)
MONTANA,2020,18,,-,59,,36,,159,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201852,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,18,,-,46,,180,,467,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201820,
MASSACHUSETTS,2020,18,,-,14,,37,,87,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201805,POINT (-71.481104 42.151077)
TOTAL,2020,15,47,,467,,3413,,3964,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201570,
US RESIDENTS,2020,15,47,,467,,3413,,3964,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201501,
NEW HAMPSHIRE,2020,15,,-,5,,3,,21,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201506,POINT (-71.57139 43.680429)
NEW YORK,2020,15,,-,30,,112,,151,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201511,POINT (-75.59655 42.921241)
PACIFIC,2020,15,3,,88,,593,,870,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201557,
WEST SOUTH CENTRAL,2020,15,2,,122,,187,,184,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201543,
NEBRASKA,2020,15,1,,11,,39,,43,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201525,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,15,6,,28,,186,,178,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201538,
NORTH DAKOTA,2020,15,,-,7,,13,,1,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201526,POINT (-100.46931 47.446305)
NEVADA,2020,15,,-,6,,7,,29,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201553,POINT (-114.916992 39.283294)
ILLINOIS,2020,15,,-,46,,278,,143,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201515,POINT (-89.148632 40.124144)
IOWA,2020,15,,-,17,,15,,56,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201521,POINT (-93.500061 42.074659)
TEXAS,2020,15,2,,117,,144,,133,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201547,POINT (-99.317341 31.447238)
ALASKA,2020,15,,-,4,,,-,8,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201558,POINT (-151.631889 63.631126)
DISTRICT OF COLUMBIA,2020,15,,-,4,,7,,6,,,-,0,,,-,,-,,-,0,,,-,,-,DISTRICT OF COLUMBIA,,20201530,POINT (-77.016275 38.904785)
WASHINGTON,2020,15,2,,32,,186,,141,,,-,0,,,-,,-,,-,0,,,-,,-,WASHINGTON,,20201562,POINT (-120.592492 47.411715)
NEW ENGLAND,2020,15,,-,26,,84,,275,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW ENGLAND,20201502,
RHODE ISLAND,2020,15,,-,8,,3,,2,,,-,0,,,-,,-,,-,0,,,-,,-,RHODE ISLAND,,20201507,POINT (-71.534637 41.572574)
OREGON,2020,15,,-,20,,131,,53,,,-,0,,,-,,-,,-,0,,,-,,-,OREGON,,20201561,POINT (-120.605279 43.940449)
DELAWARE,2020,15,,-,3,,11,,,-,,-,0,,,-,,-,,-,0,,,-,,-,DELAWARE,,20201529,POINT (-75.452394 38.994926)
ALABAMA,2020,15,4,,14,,76,,65,,,-,0,,,-,,-,,-,0,,,-,,-,ALABAMA,,20201539,POINT (-86.844516 32.756889)
KANSAS,2020,15,,-,3,,,-,34,,,-,0,,,-,,-,,-,0,,,-,,-,KANSAS,,20201522,POINT (-98.38018 38.484729)
NORTH CAROLINA,2020,15,,-,20,,84,,101,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH CAROLINA,,20201534,POINT (-79.130883 35.52603)
GUAM,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,GUAM,,20201566,POINT (144.653198 13.3532)
NEW JERSEY,2020,15,,-,11,,,-,79,,,-,0,,,-,,-,,-,0,,,-,,-,NEW JERSEY,,20201510,POINT (-74.655514 40.110253)
NEW MEXICO,2020,15,,-,9,,33,,59,,,-,1,,,-,,-,,-,0,,,-,,-,NEW MEXICO,,20201554,POINT (-106.108388 34.421369)
EAST NORTH CENTRAL,2020,15,14,,125,,789,,723,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST NORTH CENTRAL,20201514,
TENNESSEE,2020,15,2,,14,,63,,57,,,-,0,,,-,,-,,-,0,,,-,,-,TENNESSEE,,20201542,POINT (-86.343226 35.842998)
CONNECTICUT,2020,15,,-,5,,4,,13,,,-,0,,,-,,-,,-,0,,,-,,-,CONNECTICUT,,20201503,POINT (-72.738288 41.575155)
MARYLAND,2020,15,1,,6,,16,,27,,,-,0,,,-,,-,,-,0,,,-,,-,MARYLAND,,20201533,POINT (-76.687282 38.946466)
SOUTH CAROLINA,2020,15,,-,10,,11,,67,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH CAROLINA,,20201535,POINT (-80.864614 33.878572)
OKLAHOMA,2020,15,,-,10,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,OKLAHOMA,,20201546,POINT (-97.508297 35.583449)
NORTHERN MARIANA ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,NORTHERN MARIANA ISLANDS,,20201565,POINT (145.725693 15.1834)
OHIO,2020,15,14,,51,,360,,246,,,-,0,,,-,,-,,-,0,,,-,,-,OHIO,,20201518,POINT (-82.70936 40.415534)
MINNESOTA,2020,15,,-,15,,11,,119,,,-,0,,,-,,-,,-,0,,,-,,-,MINNESOTA,,20201523,POINT (-94.198308 46.349153)
LOUISIANA,2020,15,,-,5,,15,,27,,,-,0,,,-,,-,,-,0,,,-,,-,LOUISIANA,,20201545,POINT (-91.840238 30.921314)
HAWAII,2020,15,,-,4,,10,,9,,,-,0,,,-,,-,,-,0,,,-,,-,HAWAII,,20201560,POINT (-157.854309 21.361013)
SOUTH ATLANTIC,2020,15,10,,78,,456,,422,,,-,0,,,-,,-,,-,0,,,-,,-,,SOUTH ATLANTIC,20201528,
PENNSYLVANIA,2020,15,3,,50,,313,,97,,,-,0,,,-,,-,,-,0,,,-,,-,PENNSYLVANIA,,20201513,POINT (-77.838886 40.896694)
UTAH,2020,15,,-,15,,40,,99,,,-,0,,,-,,-,,-,0,,,-,,-,UTAH,,20201555,POINT (-111.678222 39.323779)
COLORADO,2020,15,,-,21,,133,,129,,,-,0,,,-,,-,,-,0,,,-,,-,COLORADO,,20201550,POINT (-105.547832 38.998552)
VERMONT,2020,15,,-,5,,10,,6,,,-,0,,,-,,-,,-,0,,,-,,-,VERMONT,,20201508,POINT (-72.662695 44.075252)
KENTUCKY,2020,15,,-,14,,42,,42,,,-,0,,,-,,-,,-,0,,,-,,-,KENTUCKY,,20201540,POINT (-85.290484 37.526683)
PUERTO RICO,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,PUERTO RICO,,20201567,POINT (-66.414655 18.215692)
MAINE,2020,15,,-,13,,27,,161,,,-,0,,,-,,-,,-,0,,,-,,-,MAINE,,20201504,POINT (-69.06137 45.117911)
VIRGINIA,2020,15,3,,43,,62,,44,,,-,0,,,-,,-,,-,0,,,-,,-,VIRGINIA,,20201536,POINT (-78.666382 37.510861)
ARIZONA,2020,15,3,,28,,253,,121,,,-,0,,,-,,-,,-,0,,,-,,-,ARIZONA,,20201549,POINT (-111.664616 34.293239)
AMERICAN SAMOA,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,AMERICAN SAMOA,20201564,
WISCONSIN,2020,15,,-,42,,55,,147,,,-,0,,,-,,-,,-,0,,,-,,-,WISCONSIN,,20201519,POINT (-89.732969 44.639954)
IDAHO,2020,15,1,,17,,18,,28,,,-,0,,,-,,-,,-,0,,,-,,-,IDAHO,,20201551,POINT (-114.659366 44.389073)
U.S. VIRGIN ISLANDS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,VIRGIN ISLANDS,,20201568,POINT (-64.840836 18.060868)
MICHIGAN,2020,15,,-,21,,67,,115,,,-,0,,,-,,-,,-,0,,,-,,-,MICHIGAN,,20201517,POINT (-85.730977 44.874798)
GEORGIA,2020,15,,-,23,,91,,83,,,-,0,,,-,,-,,-,0,,,-,,-,GEORGIA,,20201532,POINT (-83.426574 32.638481)
NEW YORK CITY,2020,15,,-,15,,34,,47,,,-,0,,,-,,-,,-,0,,,-,,-,,NEW YORK CITY,20201512,
ARKANSAS,2020,15,,-,7,,28,,24,,,-,0,,,-,,-,,-,0,,,-,,-,ARKANSAS,,20201544,POINT (-92.439162 34.899825)
MISSISSIPPI,2020,15,,-,3,,5,,14,,,-,0,,,-,,-,,-,0,,,-,,-,MISSISSIPPI,,20201541,POINT (-89.65344 32.713378)
SOUTH DAKOTA,2020,15,,-,8,,2,,60,,,-,0,,,-,,-,,-,0,,,-,,-,SOUTH DAKOTA,,20201527,POINT (-100.230491 44.43614)
WYOMING,2020,15,,-,7,,11,,1,,,-,0,,,-,,-,,-,0,,,-,,-,WYOMING,,20201556,POINT (-107.55145 42.999627)
MISSOURI,2020,15,,-,19,,56,,80,,,-,0,,,-,,-,,-,0,,,-,,-,MISSOURI,,20201524,POINT (-92.477244 38.3675)
MIDDLE ATLANTIC,2020,15,3,,82,,459,,374,,,-,0,,,-,,-,,-,0,,,-,,-,,MIDDLE ATLANTIC,20201509,
CALIFORNIA,2020,15,1,,66,,266,,659,,,-,0,,,-,,-,,-,0,,,-,,-,CALIFORNIA,,20201559,POINT (-119.662127 37.211164)
WEST VIRGINIA,2020,15,,-,5,,15,,4,,,-,0,,,-,,-,,-,0,,,-,,-,WEST VIRGINIA,,20201537,POINT (-80.613729 38.642579)
FLORIDA,2020,15,6,,22,,159,,90,,,-,0,,,-,,-,,-,0,,,-,,-,FLORIDA,,20201531,POINT (-82.420978 28.260731)
MONTANA,2020,15,4,,95,,28,,79,,,-,0,,,-,,-,,-,0,,,-,,-,MONTANA,,20201552,POINT (-109.645127 47.033521)
WEST NORTH CENTRAL,2020,15,1,,46,,136,,393,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST NORTH CENTRAL,20201520,
MASSACHUSETTS,2020,15,,-,14,,37,,72,,,-,0,,,-,,-,,-,0,,,-,,-,MASSACHUSETTS,,20201505,POINT (-71.481104 42.151077)
MOUNTAIN,2020,15,8,,134,,523,,545,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201548,
INDIANA,2020,15,,-,11,,29,,72,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201516,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,15,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201569,
US TERRITORIES,2020,15,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201563,
INDIANA,2020,16,,-,11,,29,,72,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201616,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,16,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201669,
US TERRITORIES,2020,16,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201663,
MOUNTAIN,2020,18,15,,98,,598,,707,,,-,1,,,-,,-,,-,0,,,-,,-,,MOUNTAIN,20201848,
INDIANA,2020,18,,-,11,,29,,73,,,-,0,,,-,,-,,-,0,,,-,,-,INDIANA,,20201816,POINT (-86.2818 39.919991)
NON-US RESIDENTS,2020,18,,-,0,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,NON-US RESIDENTS,20201869,
US TERRITORIES,2020,18,,-,2,,,-,,-,,-,0,,,-,,-,,-,0,,,-,,-,,US TERRITORIES,20201863,
TOTAL,2020,17,24,,468,,3680,,4428,,,-,1,,,-,,-,,-,0,,,-,,-,,TOTAL,20201770,
US RESIDENTS,2020,17,24,,468,,3680,,4428,,,-,1,,,-,,-,,-,0,,,-,,-,,US RESIDENTS,20201701,
NEW HAMPSHIRE,2020,17,,-,5,,3,,22,,,-,0,,,-,,-,,-,0,,,-,,-,NEW HAMPSHIRE,,20201706,POINT (-71.57139 43.680429)
NEW YORK,2020,17,,-,30,,117,,171,,,-,0,,,-,,-,,-,0,,,-,,-,NEW YORK,,20201711,POINT (-75.59655 42.921241)
PACIFIC,2020,17,1,,87,,637,,988,,,-,0,,,-,,-,,-,0,,,-,,-,,PACIFIC,20201757,
WEST SOUTH CENTRAL,2020,17,2,,118,,187,,201,,,-,0,,,-,,-,,-,0,,,-,,-,,WEST SOUTH CENTRAL,20201743,
NEBRASKA,2020,17,,-,11,,40,,49,,,-,0,,,-,,-,,-,0,,,-,,-,NEBRASKA,,20201725,POINT (-99.810595 41.527099)
EAST SOUTH CENTRAL,2020,17,1,,28,,196,,197,,,-,0,,,-,,-,,-,0,,,-,,-,,EAST SOUTH CENTRAL,20201738,
NORTH DAKOTA,2020,17,,-,7,,13,,3,,,-,0,,,-,,-,,-,0,,,-,,-,NORTH DAKOTA,,20201726,POINT (-100.46931 47.446305)
NEVADA,2020,17,,-,6,,7,,30,,,-,0,,,-,,-,,-,0,,,-,,-,NEVADA,,20201753,POINT (-114.916992 39.283294)
ILLINOIS,2020,17,,-,46,,284,,158,,,-,0,,,-,,-,,-,0,,,-,,-,ILLINOIS,,20201715,POINT (-89.148632 40.124144)
IOWA,2020,17,,-,17,,17,,60,,,-,0,,,-,,-,,-,0,,,-,,-,IOWA,,20201721,POINT (-93.500061 42.074659)
TEXAS,2020,17,1,,117,,144,,171,,,-,0,,,-,,-,,-,0,,,-,,-,TEXAS,,20201747,POINT (-99.317341 31.447238)
ALASKA,2020,17,,-,4,,7,,8,,,-,0,,,-,,-,,-,0,,,-,,-,ALASKA,,20201758,POINT (-151.631889 63.631126)
