Supplier,Item Code,Item Description,Type,Tag,Order Number,Order Status,PO Status,Ordered Qty,Fulfilled Qty,Ordered Date,Received Date,Fulfillment Date,Days to Fill
INTERBALT PRODUCTS CORP,313503,SANTERO PEACH MOSCATO - 750ML,WINE,S,177#####,CLOSED,CLOSED,1,1,04/06/2020,04/07/2020,04/09/2020,3
LEGENDS LTD,63609,VAL DIEU GRAND CRU 750ML,BEER,SB,178#####,BOOKED,,1,,04/30/2020,,,
ALLAGASH BREWING COMPANY,93324,ALLAGASH TRIPLE 6/4 NR - 12OZ,BEER,SB,177#####,BOOKED,OPEN,1,1,04/20/2020,04/28/2020,05/01/2020,11
LEGENDS LTD,29029,MAINE ANOTHER ONE 12/16.9.OZ NR,BEER,SB,178#####,BOOKED,OPEN,2,,04/23/2020,04/28/2020,,
OPICI FAMILY DISTRIBUTING OF MD,349530,BREAD AND BUTTER CABERNET - 750ML,WINE,LS,178#####,CLOSED,OPEN,5,5,04/23/2020,04/28/2020,04/30/2020,7
LEGENDS LTD,10609,FIRESTONE LUPONIC DISTORTION - 4/6 CAN 12.0Z,BEER,SB,177#####,BOOKED,CLOSED,1,1,04/04/2020,04/14/2020,04/21/2020,17
SOUTHERN GLAZERS WINE AND SPIRITS,338470,BARCELONA LOLEA WH SANGRIA - 750ML,WINE,S,178#####,BOOKED,OPEN,1,,04/28/2020,04/30/2020,,
BACKUP BEVERAGE,50897,JACKS PEAR CIDER 4/6 CANS,BEER,SB,177#####,CLOSED,CLOSED,1,1,04/14/2020,04/16/2020,04/22/2020,8
BACCHUS IMPORTERS LTD,328890,ARMAS DE GUERRA ROSADO - 750ML,WINE,LS,177#####,CLOSED,CLOSED,1,1,04/03/2020,04/06/2020,04/09/2020,6
BUCK DISTRIBUTING COMPANY INC,69592,STONE BUENAVEZA LAGER 4/6 CANS,BEER,SB,178#####,BOOKED,OPEN,1,,04/27/2020,04/29/2020,,
RELIABLE CHURCHILL LLLP,85150,DAILYS BAHAMA MAMA - 10.0Z,WINE,SC,177#####,CLOSED,OPEN,3,3,04/15/2020,04/21/2020,04/23/2020,8
SOUTHERN GLAZERS WINE AND SPIRITS,235284,GATO NEGRO CHARD - 750ML,WINE,LS,178#####,CLOSED,OPEN,1,1,04/28/2020,04/30/2020,05/01/2020,3
SOUTHERN GLAZERS WINE AND SPIRITS,85588,PARDUCCI MER - 750ML,WINE,S,177#####,CLOSED,OPEN,1,1,04/16/2020,04/21/2020,04/16/2020,0
BUCK DISTRIBUTING COMPANY INC,69248,BELLS LIGHT HEARTED ALE 4/6 CANS,BEER,SB,177#####,CLOSED,OPEN,1,1,04/23/2020,04/29/2020,05/01/2020,8
